Time,Subfloor,HotAisle,Ceiling
918.584,73.7297,0.4762,7.7056
919.912,73.5135,0.2165,7.7922
921.239,72.5405,0.1732,7.619
922.566,72.1622,0.1732,7.2294
923.894,71.6757,0.1299,7.1429
925.221,71.027,0.1299,6.4069
926.549,70.2162,0.1299,6.71
927.876,70.2162,0.1299,7.5325
929.204,70.3243,0.1299,7.4892
930.531,70.5946,0.1299,6.8831
931.858,71.027,0.1299,6.6667
933.186,71.5135,0.1299,5.8009
934.513,71.6757,0.1299,6.1472
935.841,71.8378,0.1299,6.3636
937.168,72.1081,0.1299,5.9307
938.496,72.1622,0.1299,5.8009
939.823,72.1622,0.1299,5.8874
941.15,72.2703,0.1299,6.4935
942.478,72.5946,0.1299,6.8398
943.805,72.8649,0.1299,6.5801
945.133,73.1892,0.1299,6.4935
946.46,73.3514,0.1299,6.71
947.788,73.5676,0.1299,6.8398
949.115,73.5676,0.1299,6.7532
950.442,73.5676,0.1299,6.6234
951.77,73.6216,0.1732,6.6667
953.097,73.8378,0.1299,6.3203
954.425,73.9459,0.1299,6.1472
955.752,74.0541,0.1299,6.1039
957.08,73.9459,0.1299,6.1905
958.407,73.8919,0.1299,6.3636
959.735,73.8919,0.1299,6.1905
961.062,73.9459,0.1299,5.5411
962.389,74.1622,0.1299,5.5411
963.717,74.3243,0.1299,5.5844
965.044,74.3784,0.1299,5.2814
966.372,74.4865,0.1299,5.1515
967.699,74.3784,0.1299,5.1515
969.027,74.3243,0.1299,5.3247
970.354,74,0.1299,6.5368
971.681,73.6757,0.1299,6.8831
973.009,73.4054,0.1299,6.5801
974.336,73.2432,0.1299,6.3636
975.664,72.5405,0.1299,6.0606
976.991,72.2162,0.1299,6.2771
978.319,71.7297,0.1299,6.4935
979.646,71.5135,0.1299,6.9264
980.973,71.2973,0.1299,7.619
982.301,70.973,0.1299,7.7922
983.628,70.5405,0.1299,7.7489
